Order_ID;Customer_ID;Product_ID;Order_Date;Shipping_Date;Sales;Quantity;Discount;Profit;Unit_Price
1707;379;411;01/10/2020;26/10/2020;51.312;3;0.2;18.6006;16.904
1708;21;1173;19/12/2020;09/01/2021;9.216;4;0.2;3.3408;2.104
1709;51;1333;16/06/2020;26/06/2020;25.92;4;0;12.4416;6.48
1710;156;218;14/06/2020;11/07/2020;258.072;3;0.2;0;85.824
1711;328;961;27/10/2020;26/11/2020;25.424;1;0.2;-4.767;25.224
1712;747;682;30/09/2020;09/10/2020;19.98;1;0;9.3906;19.98
1713;421;610;25/07/2020;15/08/2020;13.872;3;0.2;5.0286;4.424
1714;248;306;01/08/2020;31/08/2020;29.7;5;0;13.365;5.94
1715;383;111;05/05/2020;30/05/2020;17.9;5;0;8.771;3.58
1716;479;509;01/03/2020;20/03/2020;235.944;3;0.2;85.5297;78.448
1717;68;11;13/02/2020;15/02/2020;568.728;3;0.2;28.4364;189.376
1718;12;379;14/09/2020;03/10/2020;1212.96;7;0.2;90.972;173.08
1719;642;18;31/03/2020;08/04/2020;249.75;9;0;44.955;27.75
1720;174;1018;07/09/2020;17/09/2020;7.8;3;0;2.106;2.6
1721;405;1234;26/03/2020;08/04/2020;20.936;1;0.2;7.0659;20.736
1722;677;38;03/02/2020;12/02/2020;782.94;3;0;203.5644;260.98
1723;207;1553;11/04/2020;12/04/2020;31.104;6;0.2;11.2752;4.984
1724;335;640;23/10/2020;06/11/2020;3.984;1;0.2;1.2948;3.784
1725;5;652;18/02/2020;27/02/2020;399.98;2;0;171.9914;199.99
1726;645;691;08/08/2020;10/08/2020;15.936;4;0.2;5.1792;3.784
1727;325;35;17/02/2020;25/02/2020;470.376;3;0.2;52.9173;156.592
1728;337;1208;20/12/2020;07/01/2021;11.952;3;0.2;4.3326;3.784
1729;328;736;24/02/2020;16/03/2020;629.064;3;0.2;31.4532;209.488
1730;387;1501;16/04/2020;05/05/2020;52.68;3;0.2;19.755;17.36
1731;674;59;01/01/2020;04/01/2020;48.48;4;0.2;16.362;11.92
1732;464;1278;22/12/2020;17/01/2021;33.29;1;0;7.9896;33.29
1733;513;1019;19/09/2020;08/10/2020;11.648;2;0.2;3.3488;5.624
1734;122;713;18/04/2020;30/04/2020;302.94;3;0;69.6762;100.98
1735;371;1240;27/09/2020;17/10/2020;94.92;4;0.4;15.82;23.33
1736;576;1710;23/03/2020;21/04/2020;13.216;4;0.2;4.2952;3.104
1737;50;201;11/11/2020;09/12/2020;1628.82;9;0;374.6286;180.98
1738;157;900;07/09/2020;16/09/2020;863.88;3;0.2;107.985;287.76
1739;656;279;25/01/2020;12/02/2020;67;5;0;32.16;13.4
1740;642;679;17/03/2020;27/03/2020;115.36;7;0;49.6048;16.48
1741;170;1397;26/11/2020;22/12/2020;108.576;3;0.2;8.1432;35.992
1742;737;142;19/07/2020;28/07/2020;99.98;2;0;3.9992;49.99
1743;90;220;14/04/2020;06/05/2020;26.4;5;0;11.88;5.28
1744;717;767;08/06/2020;13/06/2020;113.79;3;0;20.4822;37.93
1745;643;1514;04/06/2020;13/06/2020;32.54;2;0;15.9446;16.27
1746;797;35;25/11/2020;01/12/2020;470.376;3;0.2;52.9173;156.592
1747;709;226;07/08/2020;29/08/2020;10.11;3;0;3.2352;3.37
1748;69;1076;02/02/2020;03/02/2020;26.4;5;0;12.672;5.28
1749;396;1081;04/11/2020;02/12/2020;123.92;5;0.2;38.725;24.584
1750;457;496;12/07/2020;02/08/2020;249.584;2;0.2;31.198;124.592
1751;120;1034;15/12/2020;13/01/2021;71.6;8;0;13.604;8.95
1752;791;1813;05/05/2020;07/05/2020;120;6;0;46.8;20
1753;591;595;05/02/2020;29/02/2020;4297.644;13;0.4;-1862.3124;330.188
1754;126;179;25/11/2020;04/12/2020;77.55;5;0;21.714;15.51
1755;358;1415;23/02/2020;02/03/2020;10.332;3;0.7;-7.5768;2.744
1756;661;1119;06/12/2020;27/12/2020;83.97;3;0;15.9543;27.99
1757;18;674;14/08/2020;07/09/2020;121.68;13;0.2;38.025;9.16
1758;238;1626;13/11/2020;04/12/2020;61.4;5;0;28.858;12.28
1759;20;1228;25/01/2020;28/01/2020;1325.85;5;0;238.653;265.17
1760;11;335;14/11/2020;04/12/2020;99.136;4;0.2;30.98;24.584
1761;480;1195;23/06/2020;19/07/2020;436.704;6;0.2;-38.2116;72.584
1762;332;199;23/09/2020;22/10/2020;52;4;0;23.4;13
1763;656;1042;28/04/2020;22/05/2020;47.9;1;0;22.992;47.9
1764;522;847;11/05/2020;16/05/2020;12.74;7;0;5.733;1.82
1765;267;1311;30/04/2020;13/05/2020;54.712;7;0.2;11.6263;7.616
1766;422;1266;06/11/2020;06/12/2020;17.76;2;0;4.9728;8.88
1767;279;1332;17/08/2020;03/09/2020;63.77;7;0;28.6965;9.11
1768;474;938;06/03/2020;29/03/2020;135.516;1;0.4;-31.6204;135.116
1769;798;154;15/05/2020;20/05/2020;28.4;5;0;13.348;5.68
1770;293;1577;30/06/2020;05/07/2020;523.92;5;0.2;-72.039;104.584
1771;354;513;24/08/2020;12/09/2020;17.52;3;0;5.256;5.84
1772;691;1124;17/03/2020;06/04/2020;199.96;4;0;85.9828;49.99
1773;532;230;12/04/2020;28/04/2020;281.372;2;0.3;-12.0588;140.386
1774;722;1277;22/07/2020;13/08/2020;20.736;4;0.2;7.2576;4.984
1775;598;1446;01/12/2020;09/12/2020;199.304;4;0.3;-8.5416;49.526
1776;512;1397;02/12/2020;09/12/2020;36.192;1;0.2;2.7144;35.992
1777;270;38;02/04/2020;23/04/2020;626.352;3;0.2;46.9764;208.584
1778;163;1614;31/03/2020;04/04/2020;978.84;9;0.2;110.1195;108.56
1779;181;1022;30/12/2020;18/01/2021;123.92;4;0;55.764;30.98
1780;107;581;18/12/2020;26/12/2020;61.06;2;0;28.0876;30.53
1781;526;819;12/10/2020;21/10/2020;81.792;6;0.2;26.5824;13.432
1782;553;1803;13/01/2020;01/02/2020;5.872;2;0.2;2.1286;2.736
1783;68;617;03/09/2020;15/09/2020;383.438;4;0.45;-167.3184;95.4095
1784;450;1699;30/03/2020;15/04/2020;44.736;8;0.2;4.4736;5.392
1785;434;1050;14/02/2020;25/02/2020;339.136;4;0.2;0;84.584
1786;570;935;15/10/2020;07/11/2020;7.96;2;0.8;-13.93;3.18
1787;198;545;06/09/2020;09/09/2020;33.74;7;0;15.5204;4.82
1788;487;812;26/08/2020;14/09/2020;36.288;7;0.2;12.7008;4.984
1789;206;128;20/02/2020;18/03/2020;274.064;7;0.2;102.774;38.952
1790;647;361;08/01/2020;04/02/2020;10.98;1;0;2.9646;10.98
1791;103;720;27/01/2020;18/02/2020;81.2;5;0;12.18;16.24
1792;544;672;16/07/2020;09/08/2020;11.52;4;0;3.3408;2.88
1793;716;1528;01/09/2020;23/09/2020;10.75;5;0;3.5475;2.15
1794;608;34;29/01/2020;02/02/2020;17.12;4;0;7.704;4.28
1795;534;1453;16/03/2020;25/03/2020;24.96;4;0;6.24;6.24
1796;237;1662;05/04/2020;20/04/2020;99.9;5;0;47.952;19.98
1797;513;1607;13/10/2020;21/10/2020;165.6;3;0.2;-6.21;55
1798;245;110;15/09/2020;24/09/2020;27.24;6;0;13.3476;4.54
1799;488;692;22/10/2020;11/11/2020;124.75;5;0;57.385;24.95
1800;793;1718;04/10/2020;03/11/2020;23.988;2;0.4;-13.993;11.594
1801;365;277;19/04/2020;12/05/2020;14.28;1;0;6.5688;14.28
1802;11;1643;02/05/2020;10/05/2020;16.192;1;0.2;4.6552;15.992
1803;459;1763;21/09/2020;05/10/2020;212.8;2;0;95.76;106.4
1804;198;537;10/11/2020;26/11/2020;15.24;5;0.2;5.1435;2.848
1805;693;1563;13/06/2020;27/06/2020;31.744;2;0.2;8.3328;15.672
1806;405;109;27/05/2020;28/05/2020;121.536;4;0.2;15.192;30.184
1807;134;706;02/03/2020;21/03/2020;93.344;4;0.2;32.6704;23.136
1808;310;152;17/12/2020;02/01/2021;35.88;6;0;16.146;5.98
1809;256;360;04/11/2020;30/11/2020;16.28;2;0;6.512;8.14
1810;481;1253;15/10/2020;16/10/2020;127.88;5;0.6;-67.137;24.976
1811;310;34;15/12/2020;05/01/2021;85.056;3;0.2;28.7064;28.152
1812;547;447;20/02/2020;19/03/2020;5.28;2;0;2.4288;2.64
1813;467;1028;26/04/2020;09/05/2020;7.77;1;0;2.0979;7.77
1814;359;481;01/08/2020;13/08/2020;165.28;4;0;14.8752;41.32
1815;61;1675;17/01/2020;10/02/2020;586.398;6;0.15;34.494;97.583
1816;27;527;23/02/2020;21/03/2020;20.24;1;0;7.8936;20.24
1817;617;130;22/10/2020;23/10/2020;16.032;3;0.2;5.6112;5.144
1818;210;718;30/05/2020;04/06/2020;704.76;5;0.2;26.4285;140.752
1819;713;159;09/08/2020;08/09/2020;966.7;5;0.3;-13.81;193.04
1820;422;931;10/03/2020;29/03/2020;11.648;4;0.8;-30.8672;2.112
1821;504;1267;25/02/2020;11/03/2020;44.4;2;0.6;-52.17;21.6
1822;72;990;24/08/2020;04/09/2020;30.56;5;0.8;-45.84;5.312
1823;654;1588;21/12/2020;01/01/2021;83.7;5;0;41.013;16.74
1824;774;1002;09/07/2020;10/07/2020;19.44;3;0;9.3312;6.48
1825;351;583;14/08/2020;29/08/2020;27.882;3;0.7;-20.4468;8.594
1826;28;512;02/08/2020;26/08/2020;45.36;7;0;21.7728;6.48
1827;353;373;30/06/2020;12/07/2020;5.78;1;0;2.8322;5.78
1828;578;1254;09/08/2020;11/08/2020;201.04;8;0;54.2808;25.13
1829;451;348;01/10/2020;26/10/2020;29.2;5;0.2;9.855;5.64
1830;47;348;12/11/2020;21/11/2020;23.36;4;0.2;7.884;5.64
1831;685;425;02/08/2020;18/08/2020;95.76;6;0.2;7.182;15.76
1832;615;203;06/04/2020;15/04/2020;279.95;5;0;67.188;55.99
1833;129;1482;28/05/2020;07/06/2020;49.12;4;0;23.0864;12.28
1834;782;1267;02/11/2020;24/11/2020;166.5;3;0;21.645;55.5
1835;265;814;12/02/2020;05/03/2020;251.944;7;0.2;88.1804;35.792
1836;562;981;08/09/2020;11/09/2020;67.8;10;0;31.188;6.78
1837;184;1136;19/07/2020;27/07/2020;1127.976;3;0.2;126.8973;375.792
1838;153;773;27/07/2020;02/08/2020;19.152;2;0.2;1.197;9.376
1839;61;1196;29/01/2020;17/02/2020;20.992;8;0.2;2.3616;2.424
1840;795;1045;03/09/2020;21/09/2020;201.568;4;0.2;22.6764;50.192
1841;411;1156;22/05/2020;04/06/2020;272.848;1;0.2;27.2848;272.648
1842;684;370;15/03/2020;20/03/2020;139.86;7;0;65.7342;19.98
1843;672;564;19/03/2020;21/03/2020;14.67;3;0;3.9609;4.89
1844;255;405;21/05/2020;03/06/2020;1247.64;3;0;349.3392;415.88
1845;214;548;07/03/2020;08/03/2020;26.25;7;0;12.6;3.75
1846;471;161;19/05/2020;16/06/2020;177.98;5;0.8;-453.849;34.796
1847;162;151;04/07/2020;25/07/2020;323.976;3;0.2;20.2485;107.792
1848;288;859;06/03/2020;04/04/2020;15.66;5;0.7;-12.528;2.432
1849;759;81;18/01/2020;29/01/2020;68.448;4;0.2;7.7004;16.912
1850;257;14;04/07/2020;03/08/2020;1087.936;8;0.2;353.5792;135.792
1851;490;721;13/12/2020;17/12/2020;45.408;2;0.2;11.9196;22.504
1852;109;631;06/10/2020;16/10/2020;12.84;3;0;5.778;4.28
1853;113;1185;14/03/2020;01/04/2020;3.28;2;0;1.476;1.64
1854;58;542;25/06/2020;10/07/2020;458.43;5;0.3;-124.431;91.386
1855;283;1094;16/01/2020;25/01/2020;26.94;3;0;11.3148;8.98
1856;770;818;16/05/2020;06/06/2020;559.62;9;0;151.0974;62.18
1857;183;201;28/04/2020;23/05/2020;1628.82;9;0;374.6286;180.98
1858;617;1009;10/12/2020;19/12/2020;11.76;2;0;5.7624;5.88
1859;699;1254;22/04/2020;22/05/2020;60.312;3;0.2;5.2773;19.904
1860;490;1120;03/10/2020;14/10/2020;1403.92;5;0.2;70.196;280.584
1861;37;334;29/06/2020;20/07/2020;47.904;1;0.2;-2.994;47.704
1862;389;462;07/04/2020;06/05/2020;3.136;2;0.8;-4.704;0.768
1863;619;579;23/11/2020;10/12/2020;13.36;2;0;6.4128;6.68
1864;737;1292;23/04/2020;16/05/2020;426.79;7;0;123.7691;60.97
1865;453;1181;26/01/2020;02/02/2020;77.728;2;0.2;-3.8864;38.664
1866;720;891;09/05/2020;07/06/2020;48.69;9;0;23.8581;5.41
1867;731;683;17/08/2020;09/09/2020;102.3;10;0;26.598;10.23
1868;5;1803;17/07/2020;11/08/2020;26.424;9;0.2;9.5787;2.736
1869;30;376;20/09/2020;01/10/2020;196.752;6;0.2;56.5662;32.592
1870;729;1528;18/02/2020;26/02/2020;10.75;5;0;3.5475;2.15
1871;76;17;24/08/2020;02/09/2020;221.96;2;0;4.4392;110.98
1872;589;883;08/12/2020;19/12/2020;223.888;7;0.2;69.965;31.784
1873;664;638;20/08/2020;02/09/2020;310.744;4;0.3;-26.6352;77.386
1874;485;950;03/06/2020;09/06/2020;23.68;4;0.2;7.4;5.72
1875;584;1726;07/09/2020;03/10/2020;18.432;8;0.7;-12.288;1.604
1876;473;650;09/10/2020;20/10/2020;8.64;3;0;2.4192;2.88
1877;454;1576;01/05/2020;10/05/2020;512.96;4;0;143.6288;128.24
1878;724;1268;10/06/2020;22/06/2020;2.043;1;0.7;-1.4982;1.343
1879;70;361;09/08/2020;15/08/2020;17.34;2;0;4.6818;8.67
1880;123;168;26/05/2020;12/06/2020;364.74;3;0;109.422;121.58
1881;769;891;12/06/2020;20/06/2020;16.23;3;0;7.9527;5.41
1882;503;1027;14/07/2020;05/08/2020;27.056;2;0.2;2.3674;13.328
1883;597;546;22/09/2020;08/10/2020;12.56;2;0;4.0192;6.28
1884;728;838;19/05/2020;16/06/2020;29.97;3;0;13.4865;9.99
1885;775;721;14/10/2020;27/10/2020;22.704;1;0.2;5.9598;22.504
1886;324;589;30/05/2020;01/06/2020;18.336;3;0.2;6.6468;5.912
1887;122;1210;29/01/2020;20/02/2020;182.94;3;0;27.441;60.98
1888;627;52;09/08/2020;27/08/2020;80.991;1;0.1;8.0991;80.891
1889;2;557;30/11/2020;01/12/2020;193.95;3;0;9.6975;64.65
1890;682;754;23/11/2020;22/12/2020;26.22;3;0;12.3234;8.74
1891;87;698;30/11/2020;25/12/2020;77.031;9;0.7;-59.0571;7.859
1892;759;1277;19/04/2020;22/04/2020;31.104;6;0.2;10.8864;4.984
1893;687;1224;03/07/2020;15/07/2020;18.432;8;0.2;5.9904;2.104
1894;207;531;06/06/2020;30/06/2020;13.904;2;0.2;4.5188;6.752
1895;117;1188;20/09/2020;06/10/2020;37.6;2;0;2.256;18.8
1896;720;777;07/08/2020;01/09/2020;4.428;3;0.8;-6.8634;0.676
1897;515;550;01/09/2020;06/09/2020;334.88;4;0.2;29.302;83.52
1898;38;1135;20/06/2020;19/07/2020;22.784;1;0.2;4.8416;22.584
1899;141;636;15/09/2020;11/10/2020;872.32;4;0;244.2496;218.08
1900;297;1120;23/10/2020;09/11/2020;701.96;2;0;168.4704;350.98
1901;578;675;18/09/2020;19/09/2020;20.232;3;0.2;6.5754;6.544
1902;591;494;01/04/2020;21/04/2020;38.29;7;0;16.4647;5.47
1903;663;833;01/03/2020;12/03/2020;257.94;3;0;67.0644;85.98
1904;544;263;04/08/2020;06/08/2020;769.184;4;0.2;-163.4516;192.096
1905;575;356;25/08/2020;09/09/2020;35.952;3;0.2;3.5952;11.784
1906;770;52;14/10/2020;07/11/2020;269.97;3;0;51.2943;89.99
1907;323;1198;01/06/2020;18/06/2020;17.22;3;0;7.9212;5.74
1908;211;880;01/02/2020;04/02/2020;182.94;3;0;3.6588;60.98
1909;551;244;16/10/2020;03/11/2020;7.56;6;0;0.3024;1.26
1910;278;1814;11/04/2020;30/04/2020;40.74;3;0;12.222;13.58
1911;115;1040;01/03/2020;07/03/2020;15.936;4;0.2;5.7768;3.784
1912;425;25;08/12/2020;17/12/2020;4.368;2;0.7;-3.0576;1.484
1913;54;1484;26/11/2020;15/12/2020;135.984;2;0.2;16.998;67.792
1914;610;1017;10/01/2020;31/01/2020;24.9;5;0;11.703;4.98
1915;557;330;13/06/2020;13/07/2020;31.104;6;0.2;11.2752;4.984
1916;503;302;24/05/2020;05/06/2020;83.92;5;0.2;29.372;16.584
1917;455;884;29/02/2020;06/03/2020;559.992;1;0.2;174.9975;559.792
1918;263;2;03/03/2020;12/03/2020;975.92;5;0.2;121.99;194.984
1919;617;563;30/03/2020;16/04/2020;17.04;3;0;7.668;5.68
1920;55;1322;31/07/2020;15/08/2020;899.91;9;0;395.9604;99.99
1921;266;784;21/02/2020;24/02/2020;129.93;3;0;12.993;43.31
1922;739;1206;21/03/2020;15/04/2020;13.08;2;0;6.0168;6.54
1923;103;901;23/10/2020;18/11/2020;35.232;3;0.2;11.4504;11.544
1924;317;102;22/12/2020;11/01/2021;85.3;2;0;14.501;42.65
1925;114;934;09/04/2020;22/04/2020;87.92;4;0;26.376;21.98
1926;524;1063;11/07/2020;17/07/2020;1265.85;3;0;556.974;421.95
1927;235;413;26/09/2020;30/09/2020;106.344;7;0.2;37.2204;14.992
1928;520;995;11/12/2020;30/12/2020;55.424;2;0.2;19.3984;27.512
1929;633;519;07/04/2020;17/04/2020;356.94;2;0;107.082;178.47
1930;301;214;08/06/2020;28/06/2020;85.246;2;0.3;-1.2178;42.323
1931;23;320;10/02/2020;25/02/2020;17.04;4;0;6.9864;4.26
1932;510;754;26/09/2020;11/10/2020;17.48;2;0;8.2156;8.74
1933;645;1215;05/06/2020;11/06/2020;14.94;3;0;7.0218;4.98
1934;223;496;29/04/2020;17/05/2020;124.792;1;0.2;15.599;124.592
1935;30;1372;25/03/2020;30/03/2020;95.144;7;0.2;10.7037;13.392
1936;449;608;04/11/2020;10/11/2020;14.73;3;0;7.2177;4.91
1937;485;1215;30/08/2020;04/09/2020;64.74;13;0;30.4278;4.98
1938;632;746;26/07/2020;31/07/2020;12.96;2;0;6.2208;6.48
1939;256;314;05/10/2020;02/11/2020;25.92;4;0;8.2944;6.48
1940;481;707;29/06/2020;22/07/2020;9.392;2;0.2;3.2872;4.496
1941;699;452;26/03/2020;08/04/2020;6354.95;5;0;3177.475;1270.99
1942;143;1081;07/11/2020;27/11/2020;123.92;5;0.2;38.725;24.584
1943;619;134;06/01/2020;26/01/2020;50.784;2;0.2;17.7744;25.192
1944;312;1254;16/01/2020;24/01/2020;20.104;2;0.6;-16.5858;9.452
1945;164;94;30/01/2020;07/02/2020;124.11;9;0;52.1262;13.79
1946;475;308;06/03/2020;25/03/2020;3.592;4;0.8;-6.286;0.098
1947;101;1173;11/11/2020;03/12/2020;9.216;4;0.2;3.3408;2.104
1948;183;456;02/08/2020;11/08/2020;8.82;3;0;2.5578;2.94
1949;263;412;18/09/2020;02/10/2020;1018.104;4;0.4;-373.3048;254.126
1950;450;870;16/03/2020;20/03/2020;15.712;4;0.2;2.5532;3.728
1951;1;1529;19/08/2020;11/09/2020;51.55;5;0;24.2285;10.31
1952;468;743;07/08/2020;03/09/2020;9.984;4;0.2;3.6192;2.296
1953;234;1522;15/12/2020;27/12/2020;20.04;6;0;8.8176;3.34
1954;45;1176;22/04/2020;11/05/2020;359.772;2;0.3;-5.1396;179.586
1955;657;655;03/12/2020;14/12/2020;631.782;2;0.1;140.396;315.791
1956;254;1574;20/06/2020;04/07/2020;166.5;2;0.4;-66.6;82.85
1957;599;273;29/12/2020;15/01/2021;19.44;3;0;9.3312;6.48
1958;761;10;13/12/2020;25/12/2020;68.94;3;0;20.682;22.98
1959;96;1410;29/10/2020;07/11/2020;20.784;2;0.2;-3.6372;10.192
1960;72;14;19/07/2020;04/08/2020;849.95;5;0;390.977;169.99
1961;82;1740;26/08/2020;25/09/2020;17.472;3;0.2;5.6784;5.624
1962;496;379;04/06/2020;09/06/2020;1212.96;8;0.3;-69.312;151.32
1963;712;1457;16/01/2020;23/01/2020;19;5;0;8.93;3.8
1964;270;1611;06/03/2020;02/04/2020;146.82;3;0;73.41;48.94
1965;349;662;30/01/2020;29/02/2020;15.28;2;0;7.4872;7.64
1966;535;360;29/12/2020;30/12/2020;19.536;3;0.2;4.884;6.312
1967;439;497;18/03/2020;05/04/2020;45.92;4;0;22.5008;11.48
1968;540;1785;23/11/2020;28/11/2020;83.9;2;0;22.653;41.95
1969;284;64;04/10/2020;14/10/2020;139.58;7;0;39.0824;19.94
1970;27;1050;14/12/2020;23/12/2020;254.352;3;0.2;0;84.584
1971;301;615;17/02/2020;14/03/2020;2.88;5;0.8;-4.464;-0.224
1972;429;1408;08/01/2020;17/01/2020;881.93;7;0;220.4825;125.99
1973;632;85;16/12/2020;14/01/2021;59.97;3;0;20.3898;19.99
1974;75;238;07/09/2020;11/09/2020;17.52;4;0;8.4096;4.38
1975;597;1571;25/05/2020;26/05/2020;6.912;3;0.2;2.3328;2.104
1976;546;677;10/11/2020;21/11/2020;14.62;2;0;6.8714;7.31
1977;415;154;05/03/2020;21/03/2020;11.16;2;0;5.58;5.58
1978;654;1341;09/06/2020;26/06/2020;171.04;4;0;44.4704;42.76
1979;576;875;19/03/2020;06/04/2020;21.36;5;0.2;7.209;4.072
1980;127;1331;26/07/2020;15/08/2020;3;1;0.2;1.05;2.8
1981;536;580;21/06/2020;25/06/2020;44.4;3;0;22.2;14.8
1982;103;159;12/09/2020;03/10/2020;441.92;2;0.2;49.716;220.76
1983;759;58;13/05/2020;18/05/2020;43.68;6;0;20.9664;7.28
1984;576;1323;13/11/2020;20/11/2020;273.06;2;0.4;-104.673;136.13
1985;444;1777;23/05/2020;29/05/2020;83.92;5;0.2;31.47;16.584
1986;114;236;13/03/2020;05/04/2020;47.53;7;0;16.1602;6.79
1987;547;627;08/10/2020;22/10/2020;181.35;9;0;48.9645;20.15
1988;238;283;14/05/2020;31/05/2020;3.912;1;0.2;1.0269;3.712
1989;502;320;21/09/2020;23/09/2020;4.26;1;0;1.7466;4.26
1990;546;67;04/10/2020;01/11/2020;125.976;3;0.2;47.241;41.792
1991;791;1083;05/11/2020;07/11/2020;211.84;8;0;76.2624;26.48
1992;477;1726;23/11/2020;04/12/2020;7.68;5;0.8;-11.52;0.736
1993;623;1212;18/09/2020;01/10/2020;159.96;4;0;51.1872;39.99
1994;148;1588;26/02/2020;14/03/2020;33.48;2;0;16.4052;16.74
1995;744;958;22/04/2020;22/05/2020;89.568;2;0.2;32.4684;44.584
1996;446;1162;13/10/2020;14/10/2020;46.2;5;0.2;5.775;9.04
1997;458;810;06/05/2020;03/06/2020;368.97;3;0;40.5867;122.99
1998;306;12;19/02/2020;06/03/2020;455.712;2;0.2;34.1784;227.656
1999;171;849;14/01/2020;09/02/2020;513.024;2;0.2;12.8256;256.312
2000;717;1344;04/11/2020;30/11/2020;35.88;6;0;16.146;5.98
2001;270;693;25/05/2020;16/06/2020;456.588;2;0.7;-304.392;227.594
2002;150;638;21/08/2020;30/08/2020;155.372;2;0.3;-13.3176;77.386
2003;1;995;14/10/2020;18/10/2020;41.568;6;0.8;-66.5088;6.128
2004;250;94;13/06/2020;10/07/2020;41.37;3;0;17.3754;13.79
2005;173;751;08/05/2020;22/05/2020;45.36;4;0;22.2264;11.34
2006;632;847;31/05/2020;14/06/2020;3.64;2;0;1.638;1.82
2007;544;714;01/04/2020;24/04/2020;72.744;7;0.2;-15.4581;10.192
2008;580;798;01/10/2020;31/10/2020;9.345;5;0.7;-6.5415;1.169
2009;464;1217;09/08/2020;12/08/2020;199.96;4;0;69.986;49.99
2010;586;513;26/03/2020;25/04/2020;42.048;9;0.2;5.256;4.472
2011;400;641;20/05/2020;24/05/2020;94.85;5;0;45.528;18.97
2012;154;1190;06/09/2020;13/09/2020;4.836;2;0.8;-12.09;1.618
2013;236;495;10/09/2020;24/09/2020;13.86;7;0;0;1.98
2014;356;34;20/12/2020;15/01/2021;68.04;6;0;33.3396;11.34
2015;371;688;13/11/2020;16/11/2020;73.98;2;0;19.9746;36.99
2016;756;1842;20/08/2020;18/09/2020;436.704;6;0.2;21.8352;72.584
2017;26;1144;23/02/2020;10/03/2020;60.288;8;0.6;-27.1296;6.936
2018;757;272;01/08/2020;16/08/2020;27.552;3;0.2;9.2988;8.984
2019;227;655;08/11/2020;11/11/2020;561.584;2;0.2;70.198;280.592
2020;343;479;25/11/2020;03/12/2020;254.24;7;0;76.272;36.32
2021;519;1019;28/08/2020;13/09/2020;17.472;3;0.2;5.0232;5.624
2022;129;1796;16/11/2020;08/12/2020;842.72;8;0;202.2528;105.34
2023;378;695;14/08/2020;23/08/2020;38.432;1;0.2;13.4512;38.232
2024;108;25;11/05/2020;09/06/2020;29.12;4;0;14.2688;7.28
2025;396;194;29/12/2020;31/12/2020;333.576;3;0.2;33.3576;110.992
2026;159;911;26/08/2020;24/09/2020;445.44;8;0.4;-81.664;55.28
2027;319;129;02/01/2020;09/01/2020;7.52;5;0.2;1.41;1.304
2028;381;690;03/03/2020;29/03/2020;259.7;5;0;106.477;51.94
2029;43;419;06/04/2020;11/04/2020;727.296;8;0.2;-172.7328;90.712
2030;579;1621;02/05/2020;08/05/2020;14.7;5;0;3.969;2.94
2031;652;271;09/11/2020;08/12/2020;78.6;5;0.7;-62.88;15.02
2032;122;1151;11/06/2020;21/06/2020;24.96;3;0.2;4.368;8.12
2033;224;125;06/01/2020;21/01/2020;81.424;2;0.2;-9.1602;40.512
2034;800;1031;28/04/2020;08/05/2020;79.36;5;0.2;9.92;15.672
2035;590;1444;03/03/2020;12/03/2020;21;3;0.2;5.775;6.8
2036;205;724;15/12/2020;23/12/2020;10.368;2;0.2;3.6288;4.984
2037;357;1769;11/02/2020;21/02/2020;93.032;2;0.8;-251.1864;45.716
2038;400;1626;09/01/2020;26/01/2020;61.4;5;0;28.858;12.28
2039;5;766;21/07/2020;06/08/2020;4.401;3;0.7;-3.5208;0.767
2040;255;1103;30/07/2020;10/08/2020;155.34;6;0;55.9224;25.89
2041;529;1055;12/04/2020;14/04/2020;3.89;1;0;1.8672;3.89
2042;241;1410;25/11/2020;12/12/2020;12.99;1;0;0.7794;12.99
2043;409;684;19/12/2020;27/12/2020;28.14;3;0;7.8792;9.38
2044;405;1526;02/02/2020;24/02/2020;128.9;2;0;15.468;64.45
2045;9;1375;05/02/2020;04/03/2020;10499.97;3;0;5039.986;3499.99
2046;620;329;27/06/2020;08/07/2020;23.952;2;0.2;2.3952;11.776
2047;640;1551;10/04/2020;25/04/2020;16.52;5;0.2;1.652;3.104
2048;549;909;14/04/2020;26/04/2020;10.99;1;0;4.2861;10.99
2049;643;875;06/05/2020;24/05/2020;12.816;3;0.2;4.3254;4.072
2050;226;781;28/01/2020;10/02/2020;39.594;1;0.4;-7.2589;39.194
2051;376;347;25/08/2020;22/09/2020;2.624;1;0.2;0.4264;2.424
2052;277;1341;26/08/2020;08/09/2020;85.52;2;0;22.2352;42.76
2053;241;1293;26/09/2020;17/10/2020;15.552;3;0.2;5.4432;4.984
2054;114;92;22/08/2020;28/08/2020;13.184;1;0.2;4.7792;12.984
2055;350;700;04/08/2020;19/08/2020;9.296;2;0.2;3.0212;4.448
2056;559;565;06/07/2020;09/07/2020;61.44;3;0;16.5888;20.48
2057;36;77;28/07/2020;31/07/2020;38.6;4;0;11.58;9.65
2058;225;825;13/03/2020;28/03/2020;32.34;3;0;15.5232;10.78
2059;384;1195;22/09/2020;20/10/2020;63.686;1;0.3;-15.4666;63.386
2060;45;1365;07/10/2020;08/10/2020;8.28;2;0;2.9808;4.14
2061;571;965;07/09/2020;04/10/2020;419.9;5;0;197.353;83.98
